decision,review_notes,id,split,source_line,task_category,flags,instruction,output
,,train-01775-c4e9db5c87bd,train,1775,knowledge_qa,short_output|unverified_research_claim,研究探讨中医对肥厚型心肌病的理论解析和实践治疗策略,中医视角下的肥厚型心肌病：理论基础与临床干预策略
,,train-01776-acab5b6dc784,train,1776,knowledge_qa,medical_advice|medical_advice_without_safety_language|short_output|title_only_output|title_only_task_mismatch|unverified_research_claim,研究目的：探讨没药对关节炎的治疗效果。研究方法：对实验组使用没药进行熏洗，对照组使用普通水进行熏洗，比较两组的治疗效果。,《没药熏洗对关节炎治疗效果的影响》
,,train-01780-f76fdd551253,train,1780,extraction_classification,short_output,请将以下中药按照功效分类：仙鹤草、桑叶、桑白皮、茜草。,清热解毒类：桑叶、桑白皮；活血化瘀类：茜草；其他：仙鹤草。
,,train-01781-13b816e357e6,train,1781,long_form_generation,,请根据中医理论，对以下症状进行摘要：手足心热、盗汗、口干舌燥、舌红少苔、脉细数。,根据中医理论，上述症状可摘要为阴虚火炎证。阴虚内热，虚火上升，故见手足心热、盗汗、口干舌燥等症。舌红少苔、脉细数为阴虚火炎的舌脉表现。建议采用滋阴降火的治疗方法，可选用知柏地黄丸等方剂。同时，建议调整生活习惯，避免辛辣刺激性食物，保持心情舒畅，适当进行体育锻炼。
,,train-01791-93b85536e9de,train,1791,title_generation,short_output|title_only_output|unverified_research_claim,请根据以下内容生成一篇中医文献的标题：本文探讨了肝胆热毒证的中医疗法，分析了其病因病机、临床表现及诊断要点，并综述了中医药治疗肝胆热毒证的疗效与机制。,《肝胆热毒证的中医疗法研究：病因病机、临床表现、诊断及治疗》
,,train-01798-e162a2a03986,train,1798,title_generation,heading_only_output|serious_condition|serious_condition_without_safety_language|short_output|unverified_research_claim,请根据以下内容生成一个中医文献的标题：本研究探讨了川芎嗪对急性心肌梗死大鼠心肌细胞凋亡的影响及作用机制。,川芎嗪对急性心肌梗死大鼠心肌细胞凋亡的影响及作用机制研究
,,train-01824-0d24e5ba1ef6,train,1824,knowledge_qa,serious_condition|serious_condition_without_safety_language|short_output|unverified_research_claim|vulnerable_population|vulnerable_population_without_safety_language,研究中草药在小儿类白血病反应治疗中的应用和效果。,“传统中医药在儿童类白血病反应管理与康复过程的应用及效果评估”
,,train-01828-047ee8c5d7dc,train,1828,knowledge_qa,serious_condition|serious_condition_without_safety_language|short_output|unverified_research_claim,探讨中药在乳房恶性肿瘤治疗中的应用及未来发展趋势,中医智慧与现代科技的融合：乳房恶性肿瘤中西医结合治疗策略探索
,,train-01840-e4c7e437ac97,train,1840,title_generation,heading_only_output|short_output|unverified_research_claim,请根据以下内容生成一个文献标题：本研究探讨了桑寄生对大鼠实验性肝损伤的保护作用及机制。,桑寄生对大鼠实验性肝损伤保护作用及机制研究
,,train-01892-90acc556f655,train,1892,extraction_classification,,请从以下中药中抽取一味具有清热解毒、凉血消斑功效的药物：丹皮、赤芍、生地黄。,具有清热解毒、凉血消斑功效的中药是丹皮。丹皮味苦、辛，性微寒，归心、肝、肾经。它可以清热解毒，凉血消斑，对于热毒炽盛引起的发热、出血、斑疹等症状有很好的缓解作用。同时，丹皮还可以活血化瘀，对于血瘀引起的疼痛、瘀斑等也有一定的疗效。在临床应用中，丹皮常与赤芍、生地黄等药物配伍使用，如清热解毒汤，以增强清热解毒、凉血消斑的效果。
,,train-01896-557c714d124e,train,1896,extraction_classification,short_output,请将以下中药按功效分类：人参、当归、黄芪、枸杞、金银花。,人参、黄芪属于补气药；当归属于补血药；枸杞属于补阴药；金银花属于清热解毒药。
,,train-01905-8e9b86cd314a,train,1905,extraction_classification,latin_text_fragment,请将以下中药按照药性分类：海藻、徐长卿、经脉闭阻、凤眼草、瘀血攻心证、Ocular Headache、燥邪犯肺证、少苔、土茯苓、药味。,海藻、徐长卿、凤眼草、土茯苓属于药材；经脉闭阻、瘀血攻心证、燥邪犯肺证属于病证；Ocular Headache属于症状；少苔属于舌象；药味属于中药的属性。
,,train-01917-ef6b999e2e46,train,1917,knowledge_qa,medical_advice|medical_advice_without_safety_language,为一个关于真菌中毒症与中医治疗方法相关的文章写个开头段落。,真菌中毒症不仅是一种令人担忧的公共卫生问题，在医疗实践中也常常给患者带来困扰和痛苦，尤其是对于抵抗力较弱的个体。尽管西医药物在治疗上已取得显著进步，但在面对各种复杂的健康状况时，中医药传统智慧因其独特的理论体系和丰富的实践基础为提供了一种全新的视角与解决方案。本文旨在探索并阐述中医对真菌中毒症的不同方面及其治疗方法，并讨论这些古老的医学原理如何在现代医疗环境中发挥独特作用及应用策略。
,,train-01925-5bfee3934749,train,1925,knowledge_qa,short_output|title_only_output|title_only_task_mismatch|unverified_research_claim,针对脾胃气虚证的临床研究进展,《脾胃气虚证中医临床治疗研究进展》
,,train-01928-efd019a4c071,train,1928,knowledge_qa,serious_condition|serious_condition_without_safety_language,乳腺纤维瘤和乳腺癌如何从症状和治疗上进行区别？,乳腺纤维瘤多为良性病变，常见症状包括乳房有圆形或椭圆的、不活动的肿块；通常无痛。治疗方法以观察为主，仅在较大或者生长速度加快时考虑手术切除。而乳腺癌的症状则更为严重，可能会出现疼痛性、质地硬、边缘模糊且可活动的肿块，部分病例可能伴有乳头凹陷或溢液等表现。治疗上包括手术（如根治术）、放疗、化疗及内分泌治疗等多个方面，并根据患者具体情况进行个性化的综合治疗。两者的区别主要在病变性质、症状严重度和治疗策略等方面。
,,train-01935-56f8955774ed,train,1935,title_generation,potentially_toxic_herb|short_output|title_only_output|toxic_herb_without_safety_language|unverified_research_claim,请根据以下内容生成一篇中医文献的标题：研究半夏与茯苓配伍对治疗湿热痰壅型慢性胃炎的疗效。,《半夏茯苓配伍治疗湿热痰壅型慢性胃炎的临床研究》
,,train-01946-6e3c023b5b35,train,1946,title_generation,latin_text_fragment|short_output|title_only_output,请根据以下关键词生成一篇关于中医的文献标题：卷柏、Sputum Purulent、血热。,《卷柏在治疗痰热咳嗽中的临床应用研究》
,,train-01970-90dc86bf6487,train,1970,title_generation,heading_only_output|medical_advice|medical_advice_without_safety_language|short_output|unverified_research_claim,请根据以下内容生成一个中医文献的标题：本研究探讨了一种基于中医理论的方剂，用于治疗血虚风燥证，通过临床试验验证了其有效性和安全性。,“基于中医理论的方剂治疗血虚风燥证的临床研究”
,,train-01995-670c23fab8ea,train,1995,knowledge_qa,serious_condition|serious_condition_without_safety_language,胰腺肿瘤与饮食习惯有关系吗？,胰腺肿瘤的发生通常被认为是由多种因素共同作用的结果，包括遗传倾向、生活方式及环境暴露等。在生活习惯方面，高脂饮食、大量饮酒、吸烟等因素均可能增加胰腺癌的发病风险。但具体到‘饮食习惯’与胰腺肿瘤的关系，需要结合个人具体情况综合分析，并非所有人都会直接导致胰腺肿瘤，医学研究仍在继续深入理解这一机制。
,,train-01996-1aa33009e542,train,1996,knowledge_qa,short_output|title_only_output|title_only_task_mismatch|unverified_research_claim,探究紫菀在支气管哮喘治疗中的应用与机制,《紫菀治疗支气管哮喘的临床疗效及作用机制研究》
,,train-02004-ae8ca77c90d9,train,2004,knowledge_qa,short_output|vulnerable_population|vulnerable_population_without_safety_language,妊娠瘙痒症有哪些类型？,妊娠瘙痒症主要分为血虚证和风热证两种类型。
,,train-02005-59c2217301fe,train,2005,knowledge_qa,medical_advice|medical_advice_without_safety_language|personal_medical_advice|personal_medical_advice_without_safety_language,我患有慢性支气管炎，最近痰多且黄稠，可以推荐一些中药食材或者简单的食疗方法吗？,患有慢性支气管炎且痰多黄稠时，中医理论中通常推荐清热化痰的食物或药材。例如，可以尝试煮枇杷叶冰糖水，枇杷叶具有清肺热、化痰止咳的作用。同时，梨和罗汉果也是很好的清热化痰食材，可以用来炖汤或者泡水喝。建议在食疗的同时，保持良好的生活习惯，并咨询专业中医师获得更详细的指导。
,,train-02009-a5fbabdad036,train,2009,title_generation,short_output|title_only_output|unverified_research_claim,请根据以下内容生成一个中医文献的标题：'本文研究了伸筋草对缓解肌肉疲劳和促进肌肉恢复的作用机制。',《伸筋草对肌肉疲劳缓解与恢复作用机制的研究》
,,train-02052-05232bedb49e,train,2052,knowledge_qa,document_style_output|document_style_task_mismatch|serious_condition|serious_condition_without_safety_language|unverified_research_claim,胰腺癌在现代中医诊断下的综合分析与治疗策略研究,本研究深入探讨了胰腺癌在传统中医学理、法、方、药框架中的应用，通过分析现有文献并结合现代科学知识，提出了基于中医辨证论治的治疗策略，并对中药干预效果进行了评估。
,,train-02068-8ed465bf10fc,train,2068,title_generation,medical_advice|medical_advice_without_safety_language|title_only_output|very_short_output,请根据以下内容生成一篇关于中医治疗脾胃虚寒的文献标题：脾胃虚寒的病因病机、临床表现、治疗方法。,《脾胃虚寒的中医治疗研究》
,,train-02086-dffb0cdb03b3,train,2086,long_form_generation,document_style_output|unverified_research_claim,探讨中医学中的低血压理论及常用调治方法的研究综述,本文总结了中医关于低血压的基本理论与实践，包括辨证论治、营养调理等方面，并介绍了常用中药材和食疗方。重点阐述了几种常见调治方法及其科学原理，如滋补肾气、活血化瘀等策略，以期为低血压的临床治疗提供参考依据。
,,train-02087-2c19b7cc16f1,train,2087,knowledge_qa,dosage_question|dosage_without_safety_language|medical_advice|medical_advice_without_safety_language,请根据个人体质调整补气养血方剂的剂量,如果你是阳虚体，我建议你适当减少当归和黄芪的比例，在补血的同时兼顾温补。具体的量可以根据自己的实际情况进行微调：一般情况下，每服可以将当归和熟地的比例降低至3:1，同时增加白术（健脾）的用量以中和当归、熟地中较重的滋腻之性，并增加20-30g。请注意，如果你有其他健康问题或特殊体质（如湿热内蕴），应先咨询医生或中医师再调整处方。
,,train-02090-c672b125d453,train,2090,knowledge_qa,heading_only_output|heading_only_task_mismatch|short_output|unverified_research_claim,玻璃草在治疗多动症中的作用研究,探究玻璃草提取物对儿童多动症症状影响的初步评估与分析
,,train-02096-a5d59deabf9b,train,2096,knowledge_qa,medical_advice|medical_advice_without_safety_language|personal_medical_advice|personal_medical_advice_without_safety_language|vulnerable_population|vulnerable_population_without_safety_language,我有一个患有额颞叶变性的老人，能否使用中药来缓解症状？,额颞叶变性属于神经系统退行性疾病，并无根治办法，但可通过中医药进行调理和改善相关症状。常用的治疗方法包括养血润脑的中药如四物汤、天麻首乌丸；同时可配合安神开窍、健脾化湿等功效的中药组方使用。具体的用药应依据个体差异，建议在专业中医师的指导下进行。
,,train-02111-63a9be05ba02,train,2111,title_generation,short_output|title_only_output,请根据乌药和苍耳子在中医中的应用，生成一篇文献的标题。,《探讨乌药与苍耳子在中医临床中的应用及药效比较》
,,train-02119-d3cf33d11696,train,2119,knowledge_qa,heading_only_output|heading_only_task_mismatch|short_output|unverified_research_claim,探索中草药对帕金森综合症的干预作用研究,中药在帕金森病治疗中的临床应用与机制研究
,,train-02132-057b5c782804,train,2132,knowledge_qa,,中医治疗新冠肺炎的效果如何？,中医药在新冠肺炎的治疗中显示出较高的总有效率，尤其是在重症和危重症患者的救治中，通过精准施治和多管齐下的方法，显著提高了治愈率并降低了病亡率。
,,train-02173-c6cccf200d31,train,2173,knowledge_qa,medical_advice|medical_advice_without_safety_language,患有慢性支气管炎，经常咳嗽有痰，喘息，如何使用中药进行祛痰平喘？,对于慢性支气管炎引起的咳嗽、有痰、喘息，可以考虑使用中药如桔梗、贝母、杏仁等具有祛痰、平喘作用的药材。例如，可以使用桔梗汤或杏苏散等方剂。
,,train-02190-03a34006f2e1,train,2190,knowledge_qa,medical_advice|medical_advice_without_safety_language|short_output|title_only_output|title_only_task_mismatch|unverified_research_claim,中医对低血磷佝偻病的理解与治疗方法研究,《基于中医学理法，低血磷佝偻病的治疗新视角及实践策略》
,,train-02198-63c2d9844ff0,train,2198,knowledge_qa,serious_condition|serious_condition_without_safety_language|unverified_research_claim,关于前列腺肿瘤在中医疗法的最新研究有哪些？,1. 中医药物干预对前列腺肿瘤治疗的有效性及安全性探讨：基于系统回顾与新发现 2. 神经系统障碍与中医药治疗进展：从理论到临床的应用与实践 3. 通过传统针灸和中草药改善遗传性神经病症状的综述：多例病例分析 4. 中医在炎性肠病预防及早期干预策略上的贡献及展望
,,train-02206-90636f54e6b1,train,2206,knowledge_qa,serious_condition|serious_condition_without_safety_language|short_output|title_only_output|title_only_task_mismatch|unverified_research_claim,探讨中医学在类癌综合治疗中的应用与展望。,《类癌疾病中医诊疗新思路：整合治疗模式及其未来发展方向》
,,train-02214-347a750bb309,train,2214,long_form_generation,potentially_toxic_herb|toxic_herb_without_safety_language,请撰写一段关于雷公藤的药用价值和注意事项的简短说明。,雷公藤是一种常见的中药材，具有祛风湿、活血通络、消肿止痛的功效。它通常用于治疗风湿性关节炎、跌打损伤等疾病。但雷公藤性猛有毒，长期或过量使用可能会对肝脏、肾脏等器官产生不良影响，因此必须在专业中医师的指导下使用，并严格控制剂量。
,,train-02217-4d8a7b237ea6,train,2217,long_form_generation,,请撰写一篇关于牛膝的中医文献，包括其性味、归经、功效和应用。,牛膝，性味苦、甘、酸、平，归肝、肾经。具有活血通经、利尿通淋、消肿止痛的功效。牛膝可用于治疗痛经、跌打损伤、风湿痹痛等病症。在中医临床中，牛膝常与其他药材配伍使用，如与当归、川芎等配伍可增强活血化瘀的作用。此外，牛膝还可以用于治疗水肿、小便不利等症状。
,,train-02218-2671ff92862e,train,2218,title_generation,medical_advice|medical_advice_without_safety_language|potentially_toxic_herb|short_output|title_only_output|toxic_herb_without_safety_language,请根据以下内容生成一篇关于中医治疗感冒的文献标题：使用板蓝根、草乌、金银花等中药。,《板蓝根、草乌、金银花在中医治疗感冒中的临床应用研究》
,,train-02220-6d7c80c6ed27,train,2220,knowledge_qa,short_output|title_only_output|title_only_task_mismatch|unverified_research_claim,病毒性肝炎与中医治疗的关系研究,《中医对病毒性肝炎防治策略的研究进展与实践探索》
,,train-02222-b52e575a63e6,train,2222,knowledge_qa,document_style_output|document_style_task_mismatch|unverified_research_claim,探究中医对于声音嘶哑治疗的研究进展。,本文探讨了中医在治疗声音嘶哑方面的发展和最新研究成果，涵盖了古代文献、近现代的临床研究与实践经验。分析显示，中医认为声嘶由多种因素引起，如肺虚、心热等，采用辨证施治的方法。常见治疗方法包括针灸、中药调理、食疗等。其中，以补肾益气、清热润喉为主要原则，根据患者的个体差异调整方案。研究表明，结合现代医学技术与传统中医理论，治疗效果得到了显著提升。未来研究应继续探索跨学科融合，如将语音学数据和中西医并用策略相结合，以增强治疗方法的有效性和个性化程度。
,,train-02234-3c6584f45507,train,2234,rewriting_editing,short_output,请编辑以下句子，使其更符合中医术语：'我最近睡眠不好，总是做梦，醒来后还是很累。',近期的睡眠质量欠佳，夜寐多梦，晨起仍感疲乏无力。
,,train-02238-991b41aa4408,train,2238,knowledge_qa,,哪些中药可以治痛经？,中医认为，痛经是由于女性月经期间子宫内膜脱落引起的疼痛，可以采用中药进行治疗。常用的中药有当归、川芎、丹参、赤芍等，这些中药具有活血化瘀、温经散寒、调节内分泌等功效，能够缓解痛经的症状。此外，还可以选用白芍、黄芩、熟地黄等清热解毒的药物来调理女性生殖系统，促进血液循环和代谢，从而达到治疗痛经的目的。需要注意的是，痛经的治疗需要根据具体原因进行选择，如果是由于月经不调引起的，则需要采取相应的调节措施，如饮食调理、运动锻炼、中药调理等。
,,train-02264-f8211b4fed3a,train,2264,title_generation,short_output|title_only_output|unverified_research_claim,请为我生成一个关于黄药子的研究文献标题。,《黄药子对实验性肝损伤保护作用的研究》
,,train-02280-0d67f3fe6947,train,2280,extraction_classification,,请从中医理论中抽取与脾经相关的知识。,中医理论中，脾经是人体十二经脉之一，与脾脏相表里。脾经的主要功能是运输水谷精微，调节消化吸收，与胃经相互配合，维持人体的消化系统健康。
,,train-02284-0421bd4e4501,train,2284,knowledge_qa,heading_only_output|heading_only_task_mismatch|short_output|unverified_research_claim,探讨荆芥在治疗风寒感冒中的作用,荆芥挥发油抗风寒感冒作用机制研究
,,train-02315-721c72c6b501,train,2315,knowledge_qa,potentially_toxic_herb|toxic_herb_without_safety_language,请简要介绍朱砂七的功效和应用。,朱砂七，性味苦寒，归心、肝经。主要功效是清热解毒，凉血止血，用于热毒血痢、痈肿疮毒、咽喉肿痛、吐血、衄血等症状。朱砂七有毒，内服需慎重，并遵循医嘱。
,,train-02331-95e97c4ebe01,train,2331,knowledge_qa,medical_advice|medical_advice_without_safety_language,有什么方剂可以治疗感冒引起的咳嗽？,感冒引起的咳嗽属于风寒束表证，可以采用中医的调理方法来治疗。建议采用温补祛寒、润肺化痰的中药方剂进行治疗。常用的方剂包括杏仁膏、麻杏石甘汤等，其中杏仁膏具有清热止咳、润肺化痰的作用，常用于治疗感冒引起的咳嗽；而麻杏石甘汤则能够温补祛寒、润肺化痰，对于感冒引起的咳嗽也有一定的缓解作用。在使用中药方剂时，需要根据自身情况和病情选择合适的方剂，并遵循医生或药师的指导进行使用。
,,train-02335-d8aa9e38be29,train,2335,knowledge_qa,serious_condition|vulnerable_population,如何通过草药来治疗婴儿白血病？,很抱歉提供误导信息，但我要明确告知您，并不能单纯依靠草药治愈婴儿白血病。白血病是严重的疾病之一，需要经过严格的医疗程序进行诊断和治疗。正规医院通常采用化疗、放疗、造血干细胞移植等标准疗法来治疗婴儿白血病。使用任何补充或替代疗法之前，务必咨询专业医师，并与当前的标准医疗方案相结合，切勿因为误解导致病情加重或者延误最佳治疗时间。
,,train-02352-eeaa68fd218c,train,2352,knowledge_qa,medical_advice|medical_advice_without_safety_language|personal_medical_advice|personal_medical_advice_without_safety_language,我经常因为受凉而引发咳嗽和喉咙痛，请推荐一个适合我的方剂。,对于因受凉引发的咳嗽和喉咙痛，可以使用生姜红糖汤。方法是取适量鲜生姜捣烂加水煎煮，再加入红糖调味饮用，有助于驱寒暖身，缓解咳嗽、咽喉不适的症状。
,,train-02413-6dc729d227ae,train,2413,title_generation,short_output|title_only_output|unverified_research_claim|vulnerable_population|vulnerable_population_without_safety_language,请根据以下内容生成一个中医文献标题：本研究通过临床试验观察了滑石粉对于小儿夏季热病所致的烦躁不安、口渴、尿黄等症状的疗效。,《滑石粉治疗小儿夏季热病临床观察》
,,train-02428-70785bcbc9c2,train,2428,rewriting_editing,,请将以下句子修改为符合中医理论的表述：他得了感冒，所以需要吃抗生素。,他感受了风寒之邪，表现为感冒症状，宜通过中医的解表散寒方法进行治疗，如服用姜汤或使用风寒感冒颗粒等中成药。
,,train-02432-7e115c7bed89,train,2432,long_form_generation,,请撰写一篇关于山豆根在中医药中应用的短文。,山豆根，学名为豆科植物越南槐的干燥根和根茎，性味苦寒，归肺、胃经。在中医药中，山豆根主要用于清热解毒、消肿利咽，常用于治疗咽喉肿痛、口舌生疮等症。现代药理研究表明，山豆根含有多种生物活性成分，具有抗菌、抗炎、抗氧化等作用。但应注意，山豆根有小毒，使用时应严格掌握剂量，避免过量。
,,train-02439-534c1a3f43f3,train,2439,extraction_classification,short_output,请从以下中药中抽取具有清热解毒功效的中药：金银花、连翘、板蓝根、当归、川芎。,具有清热解毒功效的中药有：金银花、连翘、板蓝根。
,,train-02472-e11454abd216,train,2472,title_generation,heading_only_output|short_output|unverified_research_claim|vulnerable_population|vulnerable_population_without_safety_language,请根据以下内容生成一个中医文献标题：本文通过临床观察和数据分析，探讨了中医治疗小儿营养不良的疗效。,中医治疗小儿营养不良的临床观察与数据分析
,,train-02473-7ae3fe205f3a,train,2473,knowledge_qa,medical_advice|medical_advice_without_safety_language|title_only_output|title_only_task_mismatch|very_short_output,治疗头痛的方剂有哪些?,《中医药治疗偏头痛的临床研究》
,,train-02509-a9fe3c8c902f,train,2509,knowledge_qa,dosage_question|dosage_without_safety_language|medical_advice|medical_advice_without_safety_language,柴胡的成人一次服用量是多少克？,根据中医理论和临床经验，柴胡的成人一次服用量一般为6-9克左右。但是，具体的用量还要根据患者的病情、体质、年龄等因素来确定，最好在医生的指导下使用。
,,train-02524-aeaed8dc6013,train,2524,knowledge_qa,document_style_output|document_style_task_mismatch|unverified_research_claim|vulnerable_population|vulnerable_population_without_safety_language,在儿童脂肪肉瘤病例中的治疗策略和效果研究,本文研究了采用传统中医及现代西医药物治疗儿童脂肪肉瘤的有效性和临床经验。探讨不同治疗方法在提高患者生活质量、缩短治愈周期以及减轻副作用方面的作用与效果。研究总结了针对该类疾病的中药配方，分析其对人体生理系统的影响，并对比西医疗法和中医结合治疗的优缺点，提出整合疗法策略以优化疗效并减少治疗过程中潜在风险，为儿童脂肪肉瘤患者提供了全面综合性的诊疗建议。
,,train-02525-92384606857d,train,2525,knowledge_qa,personal_medical_advice|personal_medical_advice_without_safety_language,我患有口干舌燥的症状，有什么中药可以治疗？,根据中医理论，口干舌燥的症状可能是由于气阴两虚引起的。因此，建议您可以考虑服用具有滋阴润燥功效的中药材，如枸杞子、玄参、麦冬等。同时，还可以采用中药方剂来调理身体，例如六味地黄丸、清热解毒口服液等。但是请注意，在选择和使用中药时，最好先咨询专业中医师的意见，以免因个人情况不同而引起不良反应或影响疗效。
,,train-02538-6e0666bac47d,train,2538,title_generation,short_output|title_only_output|unverified_research_claim,请根据以下内容生成一个中医文献标题：三白草在治疗膀胱湿热气滞证中的药效学研究。,《三白草对膀胱湿热气滞证大鼠模型的药效学观察》
,,train-02542-8345bdc32226,train,2542,knowledge_qa,short_output|title_only_output|title_only_task_mismatch|unverified_research_claim,进行一项关于羌活在治疗风湿性疾病中的疗效与作用机制的实验研究。,《羌活对风湿性疾病模型大鼠的抗炎作用及免疫调节机制研究》
,,train-02557-58257cb5c162,train,2557,knowledge_qa,duplicate_output,请从中医的角度解释什么是'证候'。,中医中的'证候'是指疾病发展过程中某一阶段的病理概括，它包括了病的原因、病的性质、病的部位以及邪正关系等，是中医诊断和治疗疾病的重要依据。
,,train-02577-ac6acbd636c5,train,2577,long_form_generation,serious_condition,我正在撰写一份关于中药在脑肿瘤辅助治疗中的应用报告，请给我一些建议。,中药在辅助治疗脑肿瘤方面的作用逐渐得到认可，可以从以下几方面着手撰写：1. 调和气血，增强体质；2. 软坚化癥，促进癌细胞凋亡；3. 改善脑部血运，抑制新生血管生成。您可以在报告中探讨具有上述功效的药材，如半夏、黄连、三七等，并结合现代药理研究加以论述。同时，注意强调中药需在专业医生指导下使用，因其具有个体差异性和特定的适应症。
,,train-02589-c75cc8b4e4d1,train,2589,knowledge_qa,serious_condition|serious_condition_without_safety_language,室管膜下胶质瘤是一种什么样的肿瘤？它与哪些中医理论相关联？,室管膜下胶质瘤是一种脑内的原发性低恶性或非侵袭性胶质瘤，中医将其归类于‘痰浊蒙窍’、‘风中经络’等病名之下。中医认为其形成多与气滞血瘀、痰湿内聚等因素相关。治疗时可选用活血化瘀、化痰通窍的药物进行调理，如桃仁红花煎汤或化浊开窍之剂。
,,train-02595-308facd59adc,train,2595,knowledge_qa,medical_advice,对于上气道梗阻，有没有一些常用的中草药或方剂建议？,针对上气道梗阻，可以采用中医辨证施治的方式。比如：风寒犯表引起的咳嗽可选用疏散风寒、宣肺止咳的方剂如杏苏散；热毒壅盛所致者则需清热解毒、疏风宣肺，可能推荐使用银翘散或麻黄连翘赤小豆汤。此外，在实际治疗中也需要结合患者的具体症状及体征进行个体化选择和调治，并注意与西药治疗相辅相成，务必在医生指导下进行。
,,train-02607-ab4a270c4fc6,train,2607,knowledge_qa,potentially_toxic_herb,雷公藤有什么功效？,雷公藤具有祛风除湿、活血通络、消肿止痛的功效。在中医中，它常用于治疗风湿性关节炎、类风湿性关节炎等疾病。但雷公藤性猛，应在医师指导下使用，以免出现不良反应。
,,train-02650-7aef417e7824,train,2650,long_form_generation,document_style_output,请为上述文献撰写一个300字左右的摘要,本研究旨在探讨中医在治疗湿毒方面的理论和实践，通过分析现有文献，总结了多种中药方剂及其作用机制。研究表明，清热解毒、祛湿利尿是治疗湿毒的主要方法。
,,train-02721-b482f5addef0,train,2721,title_generation,short_output|title_only_output|unverified_research_claim,请根据以下内容生成一个中医文献标题：本文主要研究了女贞子在治疗外伤胞睑中的作用机制。,《女贞子对治疗外伤胞睑作用机制的研究》
,,train-02732-33219c0a11d1,train,2732,knowledge_qa,medical_advice|medical_advice_without_safety_language|personal_medical_advice|personal_medical_advice_without_safety_language,我最近总是感觉腰酸背痛，可以推荐一些中药方剂吗？,腰酸背痛可能是肾虚或寒湿所致，可以尝试使用补肾壮腰、祛风除湿的方剂，如右归丸、独活寄生汤等，但最好是根据个人体质和具体症状咨询中医师后使用。
,,train-02750-d2fe359beb25,train,2750,title_generation,short_output|title_only_output|unverified_research_claim,请根据以下内容生成一个中医文献标题：研究白及多糖对大鼠胃溃疡模型的修复作用。,《白及多糖对大鼠胃溃疡模型修复作用的研究》
,,train-02751-1fb95b5d3c64,train,2751,knowledge_qa,serious_condition,我经常感到乏力、精神萎靡、失眠多梦、消化不良等症状，是否可能存在肿瘤的可能性？,以上症状不一定是由肿瘤引起的，但也可能是某些健康问题的标志。乏力、精神状态不佳及失眠多梦可能与身体疲劳或心理压力有关；消化不良则可能是脾胃功能下降所致。如果您有这方面的担忧，建议去医院进行全面检查，包括体检、血液生化指标、超声波或其他影像学检查来排除或确认相关疾病。请记住，及时咨询医生是处理此类症状的最佳方式。
,,train-02754-b3b179be9a71,train,2754,long_form_generation,unverified_research_claim,研究关于飞扬草在心血管疾病治疗中应用的文献摘要是什么？,这项研究以飞扬草为主要成分，探讨其在预防和缓解心血管疾病的临床疗效及机制。研究发现飞扬草通过调节血脂代谢、抗血小板聚集和改善血管内皮功能等多方面作用，对降低心血管病风险具有显著效果。相关结果提示，飞扬草或能成为治疗或辅助治疗心血管疾病的新选择之一，在未来的临床应用中展现出良好前景。
,,train-02760-6f6303f48e77,train,2760,title_generation,heading_only_output|short_output|unverified_research_claim,请根据以下内容生成一个中医文献标题：本文主要研究了中药复方制剂在治疗糖尿病肾病方面的疗效和作用机制。,中药复方制剂治疗糖尿病肾病的临床疗效及作用机制研究
,,train-02778-0da1304ac0f4,train,2778,rewriting_editing,unverified_research_claim|very_short_output,请将下列句子修改为更符合中医术语的表述：'这种草药对头痛有很好的治疗效果。',此草本植物对治疗头痛颇具疗效。
,,train-02801-13a38b32a4ce,train,2801,knowledge_qa,heading_only_output|heading_only_task_mismatch|short_output|unverified_research_claim,探讨中医降气化痰的现代应用与经典理论对比,现代视角下的中医降气化痰：传统理论与实践创新综述
,,train-02817-3dd2acfbb825,train,2817,extraction_classification,very_short_output,请将以下症状归类到相应的证候：舌红少苔，口干咽燥，小便短黄，大便干结。,这些症状可以归类为阴虚证。
,,train-02830-e5d00e55058f,train,2830,title_generation,short_output|title_only_output|unverified_research_claim|vulnerable_population|vulnerable_population_without_safety_language,请为以下主题生成一个适合的中医文献标题：'探讨中医治疗小儿哮喘的临床疗效与机制研究',《中医药治疗小儿哮喘临床疗效观察及作用机制探讨》
,,train-02838-edfbdc4d398f,train,2838,knowledge_qa,latin_text_fragment|medical_advice|medical_advice_without_safety_language|personal_medical_advice|personal_medical_advice_without_safety_language,我最近经常感到头晕，尤其是转动头部时，中医有什么好的治疗方法吗？,您描述的症状可能是周围性眩晕（Peripheral Vertigo）。中医治疗可以考虑使用具有平肝潜阳、化痰止眩作用的方剂，如半夏白术天麻汤，并结合针灸、推拿等外治法。同时，建议注意作息规律，避免劳累和情绪波动。
,,train-02841-328a06a7276f,train,2841,title_generation,duplicate_output|short_output|title_only_output|unverified_research_claim,请根据以下内容生成一个中医文献标题：研究探讨了黄芪对糖尿病肾病大鼠肾脏保护作用及机制。,《黄芪对糖尿病肾病大鼠肾脏保护作用及机制研究》
